time,position,SSID,Mac_address,RSSI
2025-05-26 10:33:35,"x=-3.97, y=-0.56, z=0.0","BMELabIII, ASUS_A8_2G, jerryma, AIUVL, NYCU, eduroam, NYCU-Guest, LAB334, NYCU-Seminar, DIRECT-34-HP M283 LaserJet, BMELab, LAB337_EX(2.4G), DIRECT-79-HP M227f LaserJet, D-Link_DIR-612, WYTN_RD, DIRECT-524ABFA7, APL_ASUS, WYTN_RD-Meeting, LAB335-1, DIRECT-3E-HP Color LJ 4303, PM2.5_Setup_E4, CHT Wi-Fi(HiNet), arai2, EVOASIS_GUEST","14:DA:E9:80:B0:34, F0:2F:74:E2:C4:A8, F2:1A:15:DC:E4:ED, 10:7C:61:DA:BF:A6, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:83, 10:27:F5:E0:85:37, F4:2E:7F:D3:10:84, AA:3B:76:CB:18:34, AC:9E:17:79:CE:50, 34:97:F6:A6:80:40, 4E:EB:BD:6F:EC:79, 48:EE:0C:A9:21:B0, A8:5E:45:9A:73:F8, 3A:1A:52:4A:3F:A7, 10:C3:7B:C5:F8:00, A8:5E:45:9A:73:80, 40:86:CB:DF:DB:C8, BE:0F:F3:F6:CA:3E, 74:DA:38:C7:D3:E5, 10:62:EB:C4:48:21, DA:E3:E5:C9:A9:E4, BA:CE:26:43:E6:CF","-57, -61, -63, -64, -67, -67, -67, -67, -68, -68, -69, -71, -75, -76, -78, -79, -83, -83, -84, -86, -89, -90, -93, -93"
2025-05-26 10:33:38,"x=-3.93, y=-0.73, z=0.0","ASUS_A8_2G, jerryma, DIRECT-34-HP M283 LaserJet, BMELabIII, BMELab, NYCU, NYCU-Guest, eduroam, NYCU-Seminar, APL_ASUS, LAB334, AIUVL, DIRECT-79-HP M227f LaserJet, DIRECT-524ABFA7, D-Link_DIR-612, LAB337_EX(2.4G), LAB335-1, NYCU, DIRECT-3E-HP Color LJ 4303, WYTN_RD-Meeting, WYTN_RD-LAB, PM2.5_Setup_E4","F0:2F:74:E2:C4:A8, F2:1A:15:DC:E4:ED, AA:3B:76:CB:18:34, 14:DA:E9:80:B0:34, AC:9E:17:79:CE:50, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:84, 10:C3:7B:C5:F8:00, 10:27:F5:E0:85:37, 10:7C:61:DA:BF:A6, 4E:EB:BD:6F:EC:79, 3A:1A:52:4A:3F:A7, 48:EE:0C:A9:21:B0, 34:97:F6:A6:80:40, 40:86:CB:DF:DB:C8, F4:2E:7F:D2:93:A2, BE:0F:F3:F6:CA:3E, A8:5E:45:9A:73:80, A8:5E:45:9A:82:60, 74:DA:38:C7:D3:E5","-58, -59, -60, -60, -62, -63, -63, -64, -64, -64, -65, -66, -69, -71, -76, -79, -81, -88, -89, -90, -92, -93"
time,position,SSID,Mac_address,RSSI
2025-05-26 10:33:45,"x=-3.63, y=-1.0, z=0.0","BMELabIII, ASUS_A8_2G, DIRECT-34-HP M283 LaserJet, AIUVL, BMELab, D-Link_DIR-612, LAB334, DIRECT-524ABFA7, jerryma, DIRECT-79-HP M227f LaserJet, LAB337_EX(2.4G), Lab542, eduroam, NYCU-Seminar, NYCU, NYCU-Guest, DIRECT-3E-HP Color LJ 4303, WYTN_RD-Meeting, NYCU, PM2.5_Setup_E4, USEC, WYTN_RD-LAB, ARA_Public","14:DA:E9:80:B0:34, F0:2F:74:E2:C4:A8, AA:3B:76:CB:18:34, 10:7C:61:DA:BF:A6, AC:9E:17:79:CE:50, 48:EE:0C:A9:21:B0, 10:27:F5:E0:85:37, 3A:1A:52:4A:3F:A7, F2:1A:15:DC:E4:ED, 4E:EB:BD:6F:EC:79, 34:97:F6:A6:80:40, A0:36:BC:0E:7A:B8, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, BE:0F:F3:F6:CA:3E, A8:5E:45:9A:73:80, F4:2E:7F:D2:93:A2, 74:DA:38:C7:D3:E5, CC:28:AA:B8:96:4A, A8:5E:45:9A:82:60, DA:E3:E5:C9:A9:E7","-48, -57, -59, -61, -64, -67, -67, -68, -70, -73, -73, -76, -77, -79, -80, -80, -80, -83, -86, -87, -88, -89, -90"
2025-05-26 10:33:49,"x=-3.63, y=-1.0, z=0.0","jerryma, ASUS_A8_2G, DIRECT-34-HP M283 LaserJet, AIUVL, BMELabIII, BMELab, D-Link_DIR-612, NYCU, NYCU-Guest, NYCU-Seminar, LAB337_EX(2.4G), eduroam, LAB334, DIRECT-79-HP M227f LaserJet, DIRECT-524ABFA7, APL_ASUS, DIRECT-3E-HP Color LJ 4303, eduroam, NYCU-Guest, NYCU","F2:1A:15:DC:E4:ED, F0:2F:74:E2:C4:A8, AA:3B:76:CB:18:34, 10:7C:61:DA:BF:A6, 14:DA:E9:80:B0:34, AC:9E:17:79:CE:50, 48:EE:0C:A9:21:B0, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 34:97:F6:A6:80:40, F4:2E:7F:D3:10:80, 10:27:F5:E0:85:37, 4E:EB:BD:6F:EC:79, 3A:1A:52:4A:3F:A7, 10:C3:7B:C5:F8:00, BE:0F:F3:F6:CA:3E, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A2","-53, -56, -61, -61, -63, -63, -64, -68, -68, -68, -68, -69, -69, -69, -72, -75, -81, -84, -85, -85"
2025-05-26 10:33:53,"x=-3.63, y=-1.0, z=0.0","BMELabIII, jerryma, ASUS_A8_2G, BMELab, AIUVL, eduroam, NYCU-Guest, D-Link_DIR-612, LAB334, LAB337_EX(2.4G), NYCU, NYCU-Seminar, DIRECT-34-HP M283 LaserJet, DIRECT-79-HP M227f LaserJet, DIRECT-524ABFA7, APL_ASUS, Lab542, eduroam, NYCU, NYCU-Guest, LAB335-1, USEC, WYTN_RD-LAB","14:DA:E9:80:B0:34, F2:1A:15:DC:E4:ED, F0:2F:74:E2:C4:A8, AC:9E:17:79:CE:50, 10:7C:61:DA:BF:A6, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:83, 48:EE:0C:A9:21:B0, 10:27:F5:E0:85:37, 34:97:F6:A6:80:40, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:84, AA:3B:76:CB:18:34, 4E:EB:BD:6F:EC:79, 3A:1A:52:4A:3F:A7, 10:C3:7B:C5:F8:00, A0:36:BC:0E:7A:B8, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, 40:86:CB:DF:DB:C8, CC:28:AA:B8:96:4A, A8:5E:45:9A:82:60","-51, -54, -55, -57, -62, -68, -68, -68, -68, -68, -69, -69, -70, -70, -73, -76, -80, -84, -84, -86, -86, -89, -89"
2025-05-26 10:33:56,"x=-3.63, y=-1.0, z=0.0","jerryma, ASUS_A8_2G, DIRECT-34-HP M283 LaserJet, AIUVL, BMELabIII, BMELab, D-Link_DIR-612, LAB334, LAB337_EX(2.4G), eduroam, NYCU, NYCU-Guest, NYCU-Seminar, DIRECT-79-HP M227f LaserJet, DIRECT-524ABFA7, Lab542, DIRECT-3E-HP Color LJ 4303, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, USEC, LAB540, 312, ARA_Public, arai2","F2:1A:15:DC:E4:ED, F0:2F:74:E2:C4:A8, AA:3B:76:CB:18:34, 10:7C:61:DA:BF:A6, 14:DA:E9:80:B0:34, AC:9E:17:79:CE:50, 48:EE:0C:A9:21:B0, 10:27:F5:E0:85:37, 34:97:F6:A6:80:40, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 4E:EB:BD:6F:EC:79, 3A:1A:52:4A:3F:A7, A0:36:BC:0E:7A:B8, BE:0F:F3:F6:CA:3E, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, CC:28:AA:B8:96:4A, 10:7C:61:E6:63:74, 08:BF:B8:7A:DD:08, DA:E3:E5:C9:A9:E7, DA:E3:E5:C9:A9:E4","-53, -56, -61, -61, -63, -63, -65, -65, -66, -69, -69, -69, -69, -70, -72, -72, -81, -85, -85, -86, -86, -87, -89, -89, -90, -91"
2025-05-26 10:34:04,"x=-3.63, y=-1.0, z=0.0","BMELabIII, jerryma, ASUS_A8_2G, DIRECT-34-HP M283 LaserJet, AIUVL, D-Link_DIR-612, BMELab, LAB334, NYCU, eduroam, NYCU-Guest, NYCU-Seminar, DIRECT-79-HP M227f LaserJet, LAB337_EX(2.4G), DIRECT-524ABFA7, NYCU, WYTN_RD-Meeting, DIRECT-3E-HP Color LJ 4303, NYCU-Seminar, NYCU-Guest, eduroam, LAB540","14:DA:E9:80:B0:34, F2:1A:15:DC:E4:ED, F0:2F:74:E2:C4:A8, AA:3B:76:CB:18:34, 10:7C:61:DA:BF:A6, 48:EE:0C:A9:21:B0, AC:9E:17:79:CE:50, 10:27:F5:E0:85:37, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 4E:EB:BD:6F:EC:79, 34:97:F6:A6:80:40, 3A:1A:52:4A:3F:A7, F4:2E:7F:D2:93:A2, A8:5E:45:9A:73:80, BE:0F:F3:F6:CA:3E, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A0, 10:7C:61:E6:63:74","-51, -53, -56, -61, -62, -64, -64, -66, -68, -68, -69, -69, -69, -71, -72, -82, -82, -82, -84, -85, -85, -86"
2025-05-26 10:34:07,"x=-3.63, y=-1.0, z=0.0","BMELabIII, jerryma, ASUS_A8_2G, AIUVL, BMELab, DIRECT-34-HP M283 LaserJet, D-Link_DIR-612, LAB334, LAB337_EX(2.4G), eduroam, NYCU, NYCU-Guest, NYCU-Seminar, DIRECT-79-HP M227f LaserJet, DIRECT-524ABFA7, NYCU-Guest, NYCU-Seminar, DIRECT-3E-HP Color LJ 4303, NYCU, eduroam, CHT Wi-Fi(HiNet), ARA_Public","14:DA:E9:80:B0:34, F2:1A:15:DC:E4:ED, F0:2F:74:E2:C4:A8, 10:7C:61:DA:BF:A6, AC:9E:17:79:CE:50, AA:3B:76:CB:18:34, 48:EE:0C:A9:21:B0, 10:27:F5:E0:85:37, 34:97:F6:A6:80:40, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 4E:EB:BD:6F:EC:79, 3A:1A:52:4A:3F:A7, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, BE:0F:F3:F6:CA:3E, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A0, 10:62:EB:C4:48:21, DA:E3:E5:C9:A9:E7","-48, -51, -55, -62, -63, -64, -65, -66, -68, -69, -69, -69, -69, -70, -73, -82, -83, -83, -85, -85, -93, -94"
2025-05-26 10:34:18,"x=-3.63, y=-1.0, z=0.0","BMELabIII, jerryma, ASUS_A8_2G, AIUVL, DIRECT-34-HP M283 LaserJet, BMELab, D-Link_DIR-612, LAB334, eduroam, NYCU, NYCU-Seminar, NYCU-Guest, DIRECT-79-HP M227f LaserJet, LAB337_EX(2.4G), APL_ASUS, DIRECT-524ABFA7, DIRECT-3E-HP Color LJ 4303, WYTN_RD-Meeting, eduroam, NYCU, NYCU-Guest, USEC, 浴室.v,, WYTN_RD-LAB, PM2.5_Setup_E4, LAB335-1","14:DA:E9:80:B0:34, F2:1A:15:DC:E4:ED, F0:2F:74:E2:C4:A8, 10:7C:61:DA:BF:A6, AA:3B:76:CB:18:34, AC:9E:17:79:CE:50, 48:EE:0C:A9:21:B0, 10:27:F5:E0:85:37, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:83, 4E:EB:BD:6F:EC:79, 34:97:F6:A6:80:40, 10:C3:7B:C5:F8:00, 3A:1A:52:4A:3F:A7, BE:0F:F3:F6:CA:3E, A8:5E:45:9A:73:80, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, CC:28:AA:B8:96:4A, FA:8F:CA:52:FD:D3, A8:5E:45:9A:82:60, 74:DA:38:C7:D3:E5, 40:86:CB:DF:DB:C8","-51, -53, -54, -62, -63, -63, -65, -67, -68, -68, -68, -69, -69, -71, -72, -72, -81, -83, -85, -85, -85, -88, -88, -90, -90, -92"
2025-05-26 10:34:22,"x=-3.63, y=-1.0, z=0.0","BMELabIII, jerryma, ASUS_A8_2G, AIUVL, DIRECT-34-HP M283 LaserJet, BMELab, NYCU, LAB334, LAB337_EX(2.4G), D-Link_DIR-612, NYCU-Guest, NYCU-Seminar, eduroam, DIRECT-79-HP M227f LaserJet, DIRECT-524ABFA7, APL_ASUS, NYCU-Guest, DIRECT-3E-HP Color LJ 4303, WYTN_RD-Meeting, NYCU, NYCU-Seminar, eduroam, LAB335-1, USEC, WYTN_RD-LAB","14:DA:E9:80:B0:34, F2:1A:15:DC:E4:ED, F0:2F:74:E2:C4:A8, 10:7C:61:DA:BF:A6, AA:3B:76:CB:18:34, AC:9E:17:79:CE:50, F4:2E:7F:D3:10:82, 10:27:F5:E0:85:37, 34:97:F6:A6:80:40, 48:EE:0C:A9:21:B0, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:80, 4E:EB:BD:6F:EC:79, 3A:1A:52:4A:3F:A7, 10:C3:7B:C5:F8:00, F4:2E:7F:D2:93:A3, BE:0F:F3:F6:CA:3E, A8:5E:45:9A:73:80, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A0, 40:86:CB:DF:DB:C8, CC:28:AA:B8:96:4A, A8:5E:45:9A:82:60","-48, -53, -55, -61, -63, -63, -66, -67, -67, -68, -68, -68, -69, -69, -73, -74, -78, -82, -83, -84, -84, -84, -85, -88, -89"
2025-05-26 10:34:26,"x=-3.63, y=-1.0, z=0.0","BMELabIII, jerryma, ASUS_A8_2G, DIRECT-34-HP M283 LaserJet, AIUVL, BMELab, LAB334, NYCU, eduroam, NYCU-Guest, NYCU-Seminar, D-Link_DIR-612, DIRECT-79-HP M227f LaserJet, LAB337_EX(2.4G), DIRECT-524ABFA7, Lab542, APL_ASUS, DIRECT-3E-HP Color LJ 4303, NYCU-Guest, eduroam, NYCU, 312, PM2.5_Setup_E4, WYTN_RD-LAB, arai2","14:DA:E9:80:B0:34, F2:1A:15:DC:E4:ED, F0:2F:74:E2:C4:A8, AA:3B:76:CB:18:34, 10:7C:61:DA:BF:A6, AC:9E:17:79:CE:50, 10:27:F5:E0:85:37, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 48:EE:0C:A9:21:B0, 4E:EB:BD:6F:EC:79, 34:97:F6:A6:80:40, 3A:1A:52:4A:3F:A7, A0:36:BC:0E:7A:B8, 10:C3:7B:C5:F8:00, BE:0F:F3:F6:CA:3E, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, 08:BF:B8:7A:DD:08, 74:DA:38:C7:D3:E5, A8:5E:45:9A:82:60, DA:E3:E5:C9:A9:E4","-49, -54, -57, -60, -62, -63, -65, -68, -68, -68, -68, -68, -70, -71, -72, -74, -76, -82, -83, -84, -85, -86, -89, -91, -92"
2025-05-26 10:34:30,"x=-3.63, y=-1.0, z=0.0","jerryma, ASUS_A8_2G, AIUVL, BMELabIII, BMELab, LAB334, D-Link_DIR-612, DIRECT-34-HP M283 LaserJet, NYCU, eduroam, NYCU-Guest, NYCU-Seminar, DIRECT-79-HP M227f LaserJet, LAB337_EX(2.4G), DIRECT-524ABFA7, APL_ASUS, Lab542, WYTN_RD-Meeting, DIRECT-3E-HP Color LJ 4303, eduroam, NYCU, NYCU-Seminar, NYCU-Guest, PM2.5_Setup_E4, arai2, LAB335-1, chen516-3","F2:1A:15:DC:E4:ED, F0:2F:74:E2:C4:A8, 10:7C:61:DA:BF:A6, 14:DA:E9:80:B0:34, AC:9E:17:79:CE:50, 10:27:F5:E0:85:37, 48:EE:0C:A9:21:B0, AA:3B:76:CB:18:34, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 4E:EB:BD:6F:EC:79, 34:97:F6:A6:80:40, 3A:1A:52:4A:3F:A7, 10:C3:7B:C5:F8:00, A0:36:BC:0E:7A:B8, A8:5E:45:9A:73:80, BE:0F:F3:F6:CA:3E, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A3, 74:DA:38:C7:D3:E5, DA:E3:E5:C9:A9:E4, 40:86:CB:DF:DB:C8, C4:12:F5:7B:ED:A2","-52, -56, -61, -64, -64, -65, -66, -67, -68, -69, -69, -69, -71, -72, -73, -75, -75, -81, -82, -85, -85, -85, -85, -88, -91, -92, -94"
2025-05-26 10:34:33,"x=-3.57, y=-1.0, z=0.0","BMELabIII, jerryma, ASUS_A8_2G, AIUVL, DIRECT-34-HP M283 LaserJet, BMELab, D-Link_DIR-612, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, LAB334, LAB337_EX(2.4G), DIRECT-79-HP M227f LaserJet, DIRECT-524ABFA7, APL_ASUS, LAB335-1, NYCU-Guest, DIRECT-3E-HP Color LJ 4303, NYCU, eduroam, PM2.5_Setup_E4, WYTN_RD-LAB","14:DA:E9:80:B0:34, F2:1A:15:DC:E4:ED, F0:2F:74:E2:C4:A8, 10:7C:61:DA:BF:A6, AA:3B:76:CB:18:34, AC:9E:17:79:CE:50, 48:EE:0C:A9:21:B0, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 10:27:F5:E0:85:37, 34:97:F6:A6:80:40, 4E:EB:BD:6F:EC:79, 3A:1A:52:4A:3F:A7, 10:C3:7B:C5:F8:00, 40:86:CB:DF:DB:C8, F4:2E:7F:D2:93:A3, BE:0F:F3:F6:CA:3E, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A0, 74:DA:38:C7:D3:E5, A8:5E:45:9A:82:60","-51, -55, -56, -61, -63, -63, -66, -68, -68, -68, -68, -68, -69, -70, -73, -78, -83, -84, -84, -85, -87, -87, -90"
2025-05-26 10:34:44,"x=-3.26, y=-0.67, z=0.0","BMELabIII, AIUVL, LAB334, BMELab, DIRECT-34-HP M283 LaserJet, ASUS_A8_2G, jerryma, DIRECT-79-HP M227f LaserJet, D-Link_DIR-612, APL_ASUS, DIRECT-524ABFA7, LAB337_EX(2.4G), DIRECT-3E-HP Color LJ 4303, NYCU, eduroam, NYCU-Guest, NYCU-Seminar, arai, arai2, WYTN_RD-Meeting, LAB335-1, NYCU, WYTN_RD-LAB, 浴室.v,, PM2.5_Setup_E4, CHT Wi-Fi(HiNet)","14:DA:E9:80:B0:34, 10:7C:61:DA:BF:A6, 10:27:F5:E0:85:37, AC:9E:17:79:CE:50, AA:3B:76:CB:18:34, F0:2F:74:E2:C4:A8, F2:1A:15:DC:E4:ED, 4E:EB:BD:6F:EC:79, 48:EE:0C:A9:21:B0, 10:C3:7B:C5:F8:00, 3A:1A:52:4A:3F:A7, 34:97:F6:A6:80:40, BE:0F:F3:F6:CA:3E, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, D8:EC:E5:C9:A9:E3, DA:E3:E5:C9:A9:E4, A8:5E:45:9A:73:80, 40:86:CB:DF:DB:C8, F4:2E:7F:D2:93:A2, A8:5E:45:9A:82:60, FA:8F:CA:52:FD:D3, 74:DA:38:C7:D3:E5, 1C:5F:2B:25:10:01","-51, -55, -59, -60, -61, -63, -65, -65, -70, -70, -70, -71, -71, -73, -74, -74, -74, -78, -79, -81, -86, -88, -88, -89, -90, -93"
2025-05-26 10:34:48,"x=-3.08, y=-0.52, z=0.0","ASUS_A8_2G, BMELabIII, BMELab, jerryma, LAB334, AIUVL, DIRECT-34-HP M283 LaserJet, APL_ASUS, DIRECT-79-HP M227f LaserJet, D-Link_DIR-612, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, DIRECT-524ABFA7, WYTN_RD-Meeting, LAB337_EX(2.4G), DIRECT-3E-HP Color LJ 4303, Lab542, arai, LAB540, eduroam, NYCU, arai2, ARA_Public, LAB335-1, USEC, .1.Free Wi-Fi","F0:2F:74:E2:C4:A8, 14:DA:E9:80:B0:34, AC:9E:17:79:CE:50, F2:1A:15:DC:E4:ED, 10:27:F5:E0:85:37, 10:7C:61:DA:BF:A6, AA:3B:76:CB:18:34, 10:C3:7B:C5:F8:00, 4E:EB:BD:6F:EC:79, 48:EE:0C:A9:21:B0, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 3A:1A:52:4A:3F:A7, A8:5E:45:9A:73:80, 34:97:F6:A6:80:40, BE:0F:F3:F6:CA:3E, A0:36:BC:0E:7A:B8, D8:EC:E5:C9:A9:E3, 10:7C:61:E6:63:74, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, DA:E3:E5:C9:A9:E4, DA:E3:E5:C9:A9:E7, 40:86:CB:DF:DB:C8, CC:28:AA:B8:96:4A, 10:62:EB:C4:48:23","-51, -53, -56, -57, -64, -64, -66, -67, -69, -71, -73, -73, -73, -73, -74, -75, -76, -76, -77, -80, -80, -84, -84, -84, -84, -84, -88, -90"
2025-05-26 10:34:56,"x=-2.56, y=-0.33, z=0.0","ASUS_A8_2G, BMELabIII, AIUVL, DIRECT-34-HP M283 LaserJet, BMELab, DIRECT-79-HP M227f LaserJet, jerryma, NYCU, NYCU-Guest, NYCU-Seminar, eduroam, D-Link_DIR-612, LAB334, LAB337_EX(2.4G), DIRECT-524ABFA7, WYTN_RD, APL_ASUS, WYTN_RD-Meeting, DIRECT-3E-HP Color LJ 4303, PM2.5_Setup_E4, eduroam, .1.Free Wi-Fi, LAB538","F0:2F:74:E2:C4:A8, 14:DA:E9:80:B0:34, 10:7C:61:DA:BF:A6, AA:3B:76:CB:18:34, AC:9E:17:79:CE:50, 4E:EB:BD:6F:EC:79, F2:1A:15:DC:E4:ED, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:80, 48:EE:0C:A9:21:B0, 10:27:F5:E0:85:37, 34:97:F6:A6:80:40, 3A:1A:52:4A:3F:A7, A8:5E:45:9A:73:F8, 10:C3:7B:C5:F8:00, A8:5E:45:9A:73:80, BE:0F:F3:F6:CA:3E, 74:DA:38:C7:D3:E5, F4:2E:7F:D2:93:A0, 10:62:EB:C4:48:23, 08:BF:B8:65:2A:28","-49, -53, -54, -55, -62, -65, -67, -69, -69, -69, -69, -69, -69, -71, -72, -74, -76, -76, -79, -84, -86, -86, -93"
2025-05-26 10:35:03,"x=-2.17, y=-0.45, z=0.0","jerryma, DIRECT-34-HP M283 LaserJet, BMELabIII, ASUS_A8_2G, BMELab, LAB334, NYCU-Guest, AIUVL, NYCU, DIRECT-79-HP M227f LaserJet, D-Link_DIR-612, NYCU-Seminar, eduroam, LAB337_EX(2.4G), DIRECT-3E-HP Color LJ 4303, NYCU-Seminar, NYCU-Guest, DIRECT-524ABFA7, WYTN_RD-Meeting, WYTN_RD-LAB, PM2.5_Setup_E4","F2:1A:15:DC:E4:ED, AA:3B:76:CB:18:34, 14:DA:E9:80:B0:34, F0:2F:74:E2:C4:A8, AC:9E:17:79:CE:50, 10:27:F5:E0:85:37, F4:2E:7F:D3:10:83, 10:7C:61:DA:BF:A6, F4:2E:7F:D3:10:82, 4E:EB:BD:6F:EC:79, 48:EE:0C:A9:21:B0, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:80, 34:97:F6:A6:80:40, BE:0F:F3:F6:CA:3E, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A3, 3A:1A:52:4A:3F:A7, A8:5E:45:9A:73:80, A8:5E:45:9A:82:60, 74:DA:38:C7:D3:E5","-54, -56, -56, -56, -62, -63, -64, -64, -65, -68, -69, -69, -70, -75, -79, -81, -81, -83, -86, -88, -89"
2025-05-26 10:35:11,"x=-1.7, y=-0.71, z=0.0","ASUS_A8_2G, BMELabIII, jerryma, AIUVL, D-Link_DIR-612, DIRECT-34-HP M283 LaserJet, BMELab, LAB337_EX(2.4G), DIRECT-524ABFA7, LAB334, LAB335-1, DIRECT-79-HP M227f LaserJet, DIRECT-3E-HP Color LJ 4303, NYCU, WYTN_RD-Meeting, NYCU-Guest, eduroam, NYCU-Seminar, LAB540, 312, PM2.5_Setup_E4, NYCU-Guest, WYTN_RD-LAB, .1.Free Wi-Fi","F0:2F:74:E2:C4:A8, 14:DA:E9:80:B0:34, F2:1A:15:DC:E4:ED, 10:7C:61:DA:BF:A6, 48:EE:0C:A9:21:B0, AA:3B:76:CB:18:34, AC:9E:17:79:CE:50, 34:97:F6:A6:80:40, 3A:1A:52:4A:3F:A7, 10:27:F5:E0:85:37, 40:86:CB:DF:DB:C8, 4E:EB:BD:6F:EC:79, BE:0F:F3:F6:CA:3E, F4:2E:7F:D3:10:82, A8:5E:45:9A:73:80, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:84, 10:7C:61:E6:63:74, 08:BF:B8:7A:DD:08, 74:DA:38:C7:D3:E5, F4:2E:7F:D2:93:A3, A8:5E:45:9A:82:60, 1C:5F:2B:25:10:03","-48, -56, -58, -58, -62, -62, -69, -71, -74, -76, -76, -76, -76, -78, -78, -79, -80, -80, -81, -83, -84, -86, -88, -91"
2025-05-26 10:35:14,"x=-1.44, y=-0.57, z=0.0","DIRECT-34-HP M283 LaserJet, jerryma, AIUVL, ASUS_A8_2G, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, LAB334, BMELab, BMELabIII, LAB337_EX(2.4G), DIRECT-79-HP M227f LaserJet, D-Link_DIR-612, APL_ASUS, DIRECT-524ABFA7, Lab542, DIRECT-3E-HP Color LJ 4303, LAB335-1, NYCU, PM2.5_Setup_E4","AA:3B:76:CB:18:34, F2:1A:15:DC:E4:ED, 10:7C:61:DA:BF:A6, F0:2F:74:E2:C4:A8, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 10:27:F5:E0:85:37, AC:9E:17:79:CE:50, 14:DA:E9:80:B0:34, 34:97:F6:A6:80:40, 4E:EB:BD:6F:EC:79, 48:EE:0C:A9:21:B0, 10:C3:7B:C5:F8:00, 3A:1A:52:4A:3F:A7, A0:36:BC:0E:7A:B8, BE:0F:F3:F6:CA:3E, 40:86:CB:DF:DB:C8, F4:2E:7F:D2:93:A2, 74:DA:38:C7:D3:E5","-51, -54, -56, -56, -62, -62, -62, -62, -62, -67, -68, -70, -72, -73, -73, -73, -77, -77, -78, -80, -89"
