time,position,SSID,Mac_address,RSSI
2025-05-26 11:31:10,"x=1.16, y=0.62, z=0.0","jerryma, ASUS_A8_2G, LAB334, DIRECT-34-HP M283 LaserJet, BMELabIII, D-Link_DIR-612, AIUVL, LAB337_EX(2.4G), BMELab, eduroam, NYCU-Guest, NYCU-Seminar, NYCU, WYTN_RD-Meeting, Lab542, DIRECT-79-HP M227f LaserJet, DIRECT-524ABFA7, PM2.5_Setup_E4, arai","F2:1A:15:DC:E4:ED, F0:2F:74:E2:C4:A8, 10:27:F5:E0:85:37, AA:3B:76:CB:18:34, 14:DA:E9:80:B0:34, 48:EE:0C:A9:21:B0, 10:7C:61:DA:BF:A6, 34:97:F6:A6:80:40, AC:9E:17:79:CE:50, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:82, A8:5E:45:9A:73:80, A0:36:BC:0E:7A:B8, 4E:EB:BD:6F:EC:79, 3A:1A:52:4A:3F:A7, 74:DA:38:C7:D3:E5, D8:EC:E5:C9:A9:E3","-42, -52, -55, -58, -60, -64, -64, -64, -64, -66, -67, -67, -68, -71, -71, -79, -79, -87, -88"
2025-05-26 11:31:13,"x=0.93, y=0.84, z=0.0","jerryma, ASUS_A8_2G, DIRECT-34-HP M283 LaserJet, BMELabIII, LAB334, AIUVL, D-Link_DIR-612, BMELab, DIRECT-79-HP M227f LaserJet, LAB337_EX(2.4G), NYCU-Seminar, DIRECT-3E-HP Color LJ 4303, eduroam, NYCU, NYCU-Guest, NYCU-Guest, NYCU-Seminar, NYCU, DIRECT-524ABFA7, arai2","F2:1A:15:DC:E4:ED, F0:2F:74:E2:C4:A8, AA:3B:76:CB:18:34, 14:DA:E9:80:B0:34, 10:27:F5:E0:85:37, 10:7C:61:DA:BF:A6, 48:EE:0C:A9:21:B0, AC:9E:17:79:CE:50, 4E:EB:BD:6F:EC:79, 34:97:F6:A6:80:40, F4:2E:7F:D3:10:84, BE:0F:F3:F6:CA:3E, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A2, 3A:1A:52:4A:3F:A7, DA:E3:E5:C9:A9:E4","-46, -48, -57, -57, -60, -64, -65, -65, -70, -70, -71, -71, -72, -72, -72, -76, -76, -77, -78, -86"
2025-05-26 11:31:16,"x=0.85, y=1.14, z=0.0","jerryma, ASUS_A8_2G, DIRECT-34-HP M283 LaserJet, LAB334, BMELab, AIUVL, LAB337_EX(2.4G), D-Link_DIR-612, eduroam, BMELabIII, NYCU, NYCU-Guest, NYCU-Seminar, Lab542, DIRECT-3E-HP Color LJ 4303, DIRECT-79-HP M227f LaserJet, arai2, NYCU-Seminar, LAB335-1, WYTN_RD-LAB, PM2.5_Setup_E4","F2:1A:15:DC:E4:ED, F0:2F:74:E2:C4:A8, AA:3B:76:CB:18:34, 10:27:F5:E0:85:37, AC:9E:17:79:CE:50, 10:7C:61:DA:BF:A6, 34:97:F6:A6:80:40, 48:EE:0C:A9:21:B0, F4:2E:7F:D3:10:80, 14:DA:E9:80:B0:34, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, A0:36:BC:0E:7A:B8, BE:0F:F3:F6:CA:3E, 4E:EB:BD:6F:EC:79, DA:E3:E5:C9:A9:E4, F4:2E:7F:D2:93:A4, 40:86:CB:DF:DB:C8, A8:5E:45:9A:82:60, 74:DA:38:C7:D3:E5","-47, -51, -53, -58, -60, -61, -61, -65, -68, -68, -69, -70, -70, -71, -72, -75, -81, -83, -85, -87, -87"
2025-05-26 11:31:20,"x=0.9, y=1.34, z=0.0","jerryma, DIRECT-34-HP M283 LaserJet, LAB334, BMELab, ASUS_A8_2G, BMELabIII, D-Link_DIR-612, AIUVL, DIRECT-79-HP M227f LaserJet, LAB337_EX(2.4G), NYCU-Guest, APL_ASUS, NYCU, NYCU-Seminar, eduroam, Lab542, DIRECT-3E-HP Color LJ 4303, eduroam, NYCU-Seminar, NYCU-Guest, WYTN_RD-Meeting, DIRECT-524ABFA7","F2:1A:15:DC:E4:ED, AA:3B:76:CB:18:34, 10:27:F5:E0:85:37, AC:9E:17:79:CE:50, F0:2F:74:E2:C4:A8, 14:DA:E9:80:B0:34, 48:EE:0C:A9:21:B0, 10:7C:61:DA:BF:A6, 4E:EB:BD:6F:EC:79, 34:97:F6:A6:80:40, F4:2E:7F:D3:10:83, 10:C3:7B:C5:F8:00, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:80, A0:36:BC:0E:7A:B8, BE:0F:F3:F6:CA:3E, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A3, A8:5E:45:9A:73:80, 3A:1A:52:4A:3F:A7","-48, -53, -53, -53, -54, -60, -63, -66, -69, -70, -72, -72, -74, -74, -75, -75, -75, -77, -79, -80, -82, -83"
time,position,SSID,Mac_address,RSSI
2025-05-26 11:31:27,"x=1.15, y=1.61, z=0.0","jerryma, ASUS_A8_2G, DIRECT-34-HP M283 LaserJet, D-Link_DIR-612, NYCU-Guest, NYCU-Seminar, NYCU, LAB334, eduroam, AIUVL, LAB337_EX(2.4G), BMELabIII, DIRECT-79-HP M227f LaserJet, Lab542, BMELab, APL_ASUS, DIRECT-3E-HP Color LJ 4303, NYCU-Guest, NYCU-Seminar, eduroam, USEC, DIRECT-524ABFA7, PM2.5_Setup_E4","F2:1A:15:DC:E4:ED, F0:2F:74:E2:C4:A8, AA:3B:76:CB:18:34, 48:EE:0C:A9:21:B0, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:82, 10:27:F5:E0:85:37, F4:2E:7F:D3:10:80, 10:7C:61:DA:BF:A6, 34:97:F6:A6:80:40, 14:DA:E9:80:B0:34, 4E:EB:BD:6F:EC:79, A0:36:BC:0E:7A:B8, AC:9E:17:79:CE:50, 10:C3:7B:C5:F8:00, BE:0F:F3:F6:CA:3E, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A0, CC:28:AA:B8:96:4A, 3A:1A:52:4A:3F:A7, 74:DA:38:C7:D3:E5","-47, -49, -53, -58, -62, -62, -62, -62, -63, -63, -64, -69, -70, -70, -72, -73, -74, -77, -78, -79, -81, -83, -85"
2025-05-26 11:31:30,"x=1.15, y=1.61, z=0.0","ASUS_A8_2G, DIRECT-34-HP M283 LaserJet, jerryma, LAB334, D-Link_DIR-612, AIUVL, LAB337_EX(2.4G), NYCU, eduroam, NYCU-Guest, NYCU-Seminar, DIRECT-79-HP M227f LaserJet, BMELab, Lab542, DIRECT-3E-HP Color LJ 4303, APL_ASUS, DIRECT-524ABFA7, WYTN_RD-LAB","F0:2F:74:E2:C4:A8, AA:3B:76:CB:18:34, F2:1A:15:DC:E4:ED, 10:27:F5:E0:85:37, 48:EE:0C:A9:21:B0, 10:7C:61:DA:BF:A6, 34:97:F6:A6:80:40, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 4E:EB:BD:6F:EC:79, AC:9E:17:79:CE:50, A0:36:BC:0E:7A:B8, BE:0F:F3:F6:CA:3E, 10:C3:7B:C5:F8:00, 3A:1A:52:4A:3F:A7, A8:5E:45:9A:82:60","-50, -55, -59, -59, -60, -63, -63, -65, -65, -65, -65, -66, -69, -71, -74, -76, -81, -85"
2025-05-26 11:31:33,"x=1.15, y=1.61, z=0.0","ASUS_A8_2G, DIRECT-34-HP M283 LaserJet, BMELabIII, jerryma, LAB334, AIUVL, LAB337_EX(2.4G), NYCU-Guest, eduroam, NYCU, NYCU-Seminar, Lab542, D-Link_DIR-612, DIRECT-79-HP M227f LaserJet, DIRECT-3E-HP Color LJ 4303, BMELab, DIRECT-524ABFA7, NYCU-Guest, PM2.5_Setup_E4","F0:2F:74:E2:C4:A8, AA:3B:76:CB:18:34, 14:DA:E9:80:B0:34, F2:1A:15:DC:E4:ED, 10:27:F5:E0:85:37, 10:7C:61:DA:BF:A6, 34:97:F6:A6:80:40, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:84, A0:36:BC:0E:7A:B8, 48:EE:0C:A9:21:B0, 4E:EB:BD:6F:EC:79, BE:0F:F3:F6:CA:3E, AC:9E:17:79:CE:50, 3A:1A:52:4A:3F:A7, F4:2E:7F:D2:93:A3, 74:DA:38:C7:D3:E5","-48, -55, -55, -57, -62, -63, -64, -65, -65, -66, -66, -67, -68, -69, -71, -73, -75, -83, -86"
2025-05-26 11:31:37,"x=1.36, y=1.73, z=0.0","jerryma, ASUS_A8_2G, DIRECT-34-HP M283 LaserJet, BMELabIII, LAB334, DIRECT-79-HP M227f LaserJet, BMELab, eduroam, NYCU-Guest, NYCU-Seminar, NYCU, AIUVL, D-Link_DIR-612, LAB337_EX(2.4G), DIRECT-3E-HP Color LJ 4303, Lab542, NYCU-Seminar, NYCU, NYCU-Guest, eduroam, DIRECT-524ABFA7, PM2.5_Setup_E4","F2:1A:15:DC:E4:ED, F0:2F:74:E2:C4:A8, AA:3B:76:CB:18:34, 14:DA:E9:80:B0:34, 10:27:F5:E0:85:37, 4E:EB:BD:6F:EC:79, AC:9E:17:79:CE:50, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:82, 10:7C:61:DA:BF:A6, 48:EE:0C:A9:21:B0, 34:97:F6:A6:80:40, BE:0F:F3:F6:CA:3E, A0:36:BC:0E:7A:B8, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A0, 3A:1A:52:4A:3F:A7, 74:DA:38:C7:D3:E5","-46, -51, -53, -62, -63, -64, -64, -68, -68, -68, -69, -69, -71, -71, -72, -75, -76, -77, -77, -80, -82, -87"
2025-05-26 11:31:40,"x=1.7, y=1.95, z=0.0","ASUS_A8_2G, jerryma, DIRECT-34-HP M283 LaserJet, BMELab, D-Link_DIR-612, LAB337_EX(2.4G), BMELabIII, eduroam, NYCU-Seminar, DIRECT-79-HP M227f LaserJet, LAB334, NYCU, NYCU-Guest, AIUVL, APL_ASUS, DIRECT-3E-HP Color LJ 4303, NYCU-Guest, PM2.5_Setup_E4, NYCU-Seminar, eduroam, NYCU","F0:2F:74:E2:C4:A8, F2:1A:15:DC:E4:ED, AA:3B:76:CB:18:34, AC:9E:17:79:CE:50, 48:EE:0C:A9:21:B0, 34:97:F6:A6:80:40, 14:DA:E9:80:B0:34, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:84, 4E:EB:BD:6F:EC:79, 10:27:F5:E0:85:37, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, 10:7C:61:DA:BF:A6, 10:C3:7B:C5:F8:00, BE:0F:F3:F6:CA:3E, F4:2E:7F:D2:93:A3, 74:DA:38:C7:D3:E5, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2","-46, -49, -50, -60, -61, -62, -63, -66, -66, -66, -66, -67, -67, -67, -71, -73, -81, -82, -83, -84, -84"
2025-05-26 11:31:47,"x=1.93, y=2.23, z=0.0","DIRECT-34-HP M283 LaserJet, jerryma, ASUS_A8_2G, LAB334, LAB337_EX(2.4G), D-Link_DIR-612, BMELab, DIRECT-3E-HP Color LJ 4303, BMELabIII, eduroam, NYCU-Guest, NYCU-Seminar, NYCU, NYCU-Guest, eduroam, NYCU, DIRECT-D6-HP ","AA:3B:76:CB:18:34, F2:1A:15:DC:E4:ED, F0:2F:74:E2:C4:A8, 10:27:F5:E0:85:37, 34:97:F6:A6:80:40, 48:EE:0C:A9:21:B0, AC:9E:17:79:CE:50, BE:0F:F3:F6:CA:3E, 14:DA:E9:80:B0:34, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:82, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, 7E:4D:8F:4A:BD:D6","-51, -52, -52, -56, -58, -65, -72, -74, -75, -76, -76, -76, -77, -81, -81, -81, -86"
2025-05-26 11:31:50,"x=2.01, y=2.56, z=0.0","ASUS_A8_2G, LAB334, jerryma, D-Link_DIR-612, NYCU-Guest, AIUVL, eduroam, NYCU, NYCU-Seminar, DIRECT-34-HP M283 LaserJet, BMELabIII, LAB337_EX(2.4G), BMELab, DIRECT-524ABFA7","F0:2F:74:E2:C4:A8, 10:27:F5:E0:85:37, F2:1A:15:DC:E4:ED, 48:EE:0C:A9:21:B0, F4:2E:7F:D3:10:83, 10:7C:61:DA:BF:A6, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:84, AA:3B:76:CB:18:34, 14:DA:E9:80:B0:34, 34:97:F6:A6:80:40, AC:9E:17:79:CE:50, 3A:1A:52:4A:3F:A7","-49, -57, -58, -59, -65, -65, -66, -66, -66, -66, -69, -69, -69, -75"
2025-05-26 11:31:53,"x=2.0, y=2.72, z=0.0","DIRECT-34-HP M283 LaserJet, jerryma, D-Link_DIR-612, LAB337_EX(2.4G), eduroam, NYCU, AIUVL, LAB334, NYCU-Seminar, NYCU-Guest, DIRECT-79-HP M227f LaserJet, Lab542, eduroam, NYCU-Guest, NYCU, NYCU-Seminar, CHT Wi-Fi(HiNet)","AA:3B:76:CB:18:34, F2:1A:15:DC:E4:ED, 48:EE:0C:A9:21:B0, 34:97:F6:A6:80:40, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, 10:7C:61:DA:BF:A6, 10:27:F5:E0:85:37, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:83, 4E:EB:BD:6F:EC:79, A0:36:BC:0E:7A:B8, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A4, 1C:5F:2B:25:10:01","-54, -62, -63, -63, -64, -64, -64, -65, -68, -68, -72, -75, -78, -78, -79, -79, -88"
2025-05-26 11:31:56,"x=1.96, y=2.88, z=0.0","ASUS_A8_2G, jerryma, LAB337_EX(2.4G), eduroam, NYCU-Guest, NYCU-Seminar, D-Link_DIR-612, NYCU, DIRECT-34-HP M283 LaserJet, APL_ASUS, BMELabIII, BMELab, NYCU-Guest, NYCU-Seminar, eduroam, NYCU, DIRECT-3E-HP Color LJ 4303, slider mobile wifi, arai2","F0:2F:74:E2:C4:A8, F2:1A:15:DC:E4:ED, 34:97:F6:A6:80:40, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 48:EE:0C:A9:21:B0, F4:2E:7F:D3:10:82, AA:3B:76:CB:18:34, 10:C3:7B:C5:F8:00, 14:DA:E9:80:B0:34, AC:9E:17:79:CE:50, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, BE:0F:F3:F6:CA:3E, 2E:65:AE:18:C4:E6, DA:E3:E5:C9:A9:E4","-53, -54, -54, -60, -60, -60, -60, -61, -61, -68, -70, -70, -73, -73, -74, -74, -76, -85, -87"
2025-05-26 11:32:03,"x=1.74, y=3.16, z=0.0","jerryma, DIRECT-34-HP M283 LaserJet, LAB334, AIUVL, ASUS_A8_2G, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, DIRECT-79-HP M227f LaserJet, D-Link_DIR-612, NYCU-Guest, eduroam, NYCU, NYCU-Seminar, BMELabIII, LAB540, DIRECT-3E-HP Color LJ 4303, DIRECT-524ABFA7, PM2.5_Setup_E4, slider mobile wifi","F2:1A:15:DC:E4:ED, AA:3B:76:CB:18:34, 10:27:F5:E0:85:37, 10:7C:61:DA:BF:A6, F0:2F:74:E2:C4:A8, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 4E:EB:BD:6F:EC:79, 48:EE:0C:A9:21:B0, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A4, 14:DA:E9:80:B0:34, 10:7C:61:E6:63:74, BE:0F:F3:F6:CA:3E, 3A:1A:52:4A:3F:A7, 74:DA:38:C7:D3:E5, 2E:65:AE:18:C4:E6","-45, -52, -56, -60, -60, -64, -64, -64, -64, -66, -71, -72, -73, -73, -74, -74, -76, -79, -82, -87, -89"
2025-05-26 11:32:06,"x=1.78, y=3.17, z=0.0","jerryma, D-Link_DIR-612, LAB334, DIRECT-34-HP M283 LaserJet, LAB337_EX(2.4G), ASUS_A8_2G, BMELabIII, AIUVL, eduroam, NYCU-Guest, NYCU-Seminar, NYCU, BMELab, APL_ASUS, DIRECT-3E-HP Color LJ 4303, DIRECT-79-HP M227f LaserJet, NYCU-Seminar, eduroam, NYCU, NYCU-Guest, DIRECT-524ABFA7, PM2.5_Setup_E4","F2:1A:15:DC:E4:ED, 48:EE:0C:A9:21:B0, 10:27:F5:E0:85:37, AA:3B:76:CB:18:34, 34:97:F6:A6:80:40, F0:2F:74:E2:C4:A8, 14:DA:E9:80:B0:34, 10:7C:61:DA:BF:A6, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:82, AC:9E:17:79:CE:50, 10:C3:7B:C5:F8:00, BE:0F:F3:F6:CA:3E, 4E:EB:BD:6F:EC:79, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, 3A:1A:52:4A:3F:A7, 74:DA:38:C7:D3:E5","-52, -54, -55, -59, -59, -61, -63, -63, -64, -64, -64, -65, -65, -73, -73, -75, -79, -80, -80, -80, -85, -85"
2025-05-26 11:32:19,"x=1.94, y=4.07, z=0.0","ASUS_A8_2G, jerryma, LAB334, eduroam, NYCU, NYCU-Seminar, NYCU-Guest, BMELabIII, LAB337_EX(2.4G), D-Link_DIR-612, DIRECT-34-HP M283 LaserJet, AIUVL, DIRECT-79-HP M227f LaserJet, BMELab, DIRECT-3E-HP Color LJ 4303, NYCU, NYCU-Guest, NYCU-Seminar, eduroam, WYTN_RD-Meeting, PM2.5_Setup_E4","F0:2F:74:E2:C4:A8, F2:1A:15:DC:E4:ED, 10:27:F5:E0:85:37, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:83, 14:DA:E9:80:B0:34, 34:97:F6:A6:80:40, 48:EE:0C:A9:21:B0, AA:3B:76:CB:18:34, 10:7C:61:DA:BF:A6, 4E:EB:BD:6F:EC:79, AC:9E:17:79:CE:50, BE:0F:F3:F6:CA:3E, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A0, A8:5E:45:9A:73:80, 74:DA:38:C7:D3:E5","-50, -51, -59, -60, -60, -60, -61, -61, -62, -67, -68, -68, -69, -70, -73, -75, -75, -75, -77, -79, -91"
2025-05-26 11:32:22,"x=2.04, y=4.21, z=0.0","jerryma, ASUS_A8_2G, BMELab, LAB337_EX(2.4G), NYCU-Guest, DIRECT-79-HP M227f LaserJet, BMELabIII, eduroam, NYCU, NYCU-Seminar, DIRECT-34-HP M283 LaserJet, D-Link_DIR-612, LAB334, DIRECT-3E-HP Color LJ 4303, DIRECT-524ABFA7, NYCU-Seminar, eduroam, NYCU, NYCU-Guest, PM2.5_Setup_E4","F2:1A:15:DC:E4:ED, F0:2F:74:E2:C4:A8, AC:9E:17:79:CE:50, 34:97:F6:A6:80:40, F4:2E:7F:D3:10:83, 4E:EB:BD:6F:EC:79, 14:DA:E9:80:B0:34, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:84, AA:3B:76:CB:18:34, 48:EE:0C:A9:21:B0, 10:27:F5:E0:85:37, BE:0F:F3:F6:CA:3E, 3A:1A:52:4A:3F:A7, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, 74:DA:38:C7:D3:E5","-54, -54, -55, -59, -61, -62, -62, -63, -63, -63, -63, -65, -66, -75, -77, -78, -80, -80, -80, -84"
time,position,SSID,Mac_address,RSSI
2025-05-26 11:32:35,"x=2.7, y=4.88, z=0.0","jerryma, ASUS_A8_2G, DIRECT-34-HP M283 LaserJet, D-Link_DIR-612, DIRECT-79-HP M227f LaserJet, LAB334, AIUVL, NYCU, NYCU-Guest, NYCU-Seminar, eduroam, eduroam, BMELabIII, BMELab, NYCU-Guest, NYCU-Seminar, LAB337_EX(2.4G), DIRECT-3E-HP Color LJ 4303, CHT Wi-Fi(HiNet)","F2:1A:15:DC:E4:ED, F0:2F:74:E2:C4:A8, AA:3B:76:CB:18:34, 48:EE:0C:A9:21:B0, 4E:EB:BD:6F:EC:79, 10:27:F5:E0:85:37, 10:7C:61:DA:BF:A6, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:80, F4:2E:7F:D2:93:A0, 14:DA:E9:80:B0:34, AC:9E:17:79:CE:50, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, 34:97:F6:A6:80:40, BE:0F:F3:F6:CA:3E, 1C:5F:2B:25:10:01","-58, -59, -60, -64, -65, -67, -67, -70, -70, -70, -71, -72, -72, -72, -73, -73, -73, -80, -93"
2025-05-26 11:32:38,"x=2.29, y=5.27, z=0.0","jerryma, DIRECT-34-HP M283 LaserJet, ASUS_A8_2G, LAB337_EX(2.4G), D-Link_DIR-612, NYCU-Guest, NYCU-Seminar, eduroam, NYCU, LAB334, BMELabIII, AIUVL, BMELab, eduroam, NYCU, NYCU-Guest, NYCU-Seminar, PM2.5_Setup_E4","F2:1A:15:DC:E4:ED, AA:3B:76:CB:18:34, F0:2F:74:E2:C4:A8, 34:97:F6:A6:80:40, 48:EE:0C:A9:21:B0, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, 10:27:F5:E0:85:37, 14:DA:E9:80:B0:34, 10:7C:61:DA:BF:A6, AC:9E:17:79:CE:50, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A4, 74:DA:38:C7:D3:E5","-52, -57, -60, -62, -63, -65, -65, -66, -66, -66, -67, -67, -69, -80, -81, -81, -81, -86"
2025-05-26 11:32:41,"x=2.29, y=5.27, z=0.0","DIRECT-34-HP M283 LaserJet, ASUS_A8_2G, jerryma, LAB334, D-Link_DIR-612, AIUVL, BMELab, LAB337_EX(2.4G), NYCU-Seminar, NYCU-Guest, NYCU, eduroam, NYCU, NYCU-Guest, eduroam, NYCU-Seminar","AA:3B:76:CB:18:34, F0:2F:74:E2:C4:A8, F2:1A:15:DC:E4:ED, 10:27:F5:E0:85:37, 48:EE:0C:A9:21:B0, 10:7C:61:DA:BF:A6, AC:9E:17:79:CE:50, 34:97:F6:A6:80:40, F4:2E:7F:D3:10:84, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:80, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A3, F4:2E:7F:D2:93:A0, F4:2E:7F:D2:93:A4","-53, -54, -55, -58, -59, -66, -69, -70, -72, -73, -73, -74, -80, -80, -81, -81"
2025-05-26 11:32:45,"x=2.29, y=5.27, z=0.0","DIRECT-34-HP M283 LaserJet, ASUS_A8_2G, jerryma, D-Link_DIR-612, DIRECT-79-HP M227f LaserJet, LAB334, AIUVL, BMELabIII, APL_ASUS, LAB337_EX(2.4G), NYCU-Guest, NYCU-Seminar, LAB335-1, eduroam, NYCU, DIRECT-3E-HP Color LJ 4303, PM2.5_Setup_E4, NYCU, NYCU-Seminar, eduroam, DIRECT-524ABFA7, NYCU-Guest","AA:3B:76:CB:18:34, F0:2F:74:E2:C4:A8, F2:1A:15:DC:E4:ED, 48:EE:0C:A9:21:B0, 4E:EB:BD:6F:EC:79, 10:27:F5:E0:85:37, 10:7C:61:DA:BF:A6, 14:DA:E9:80:B0:34, 10:C3:7B:C5:F8:00, 34:97:F6:A6:80:40, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, 40:86:CB:DF:DB:C8, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, BE:0F:F3:F6:CA:3E, 74:DA:38:C7:D3:E5, F4:2E:7F:D2:93:A2, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A0, 3A:1A:52:4A:3F:A7, F4:2E:7F:D2:93:A3","-49, -52, -53, -56, -62, -64, -65, -70, -71, -71, -74, -74, -74, -76, -76, -76, -79, -82, -82, -83, -86, -90"
2025-05-26 11:32:48,"x=2.29, y=5.27, z=0.0","jerryma, DIRECT-34-HP M283 LaserJet, ASUS_A8_2G, D-Link_DIR-612, DIRECT-79-HP M227f LaserJet, BMELabIII, AIUVL, LAB334, LAB337_EX(2.4G), BMELab, NYCU, NYCU-Guest, NYCU-Seminar, DIRECT-3E-HP Color LJ 4303, eduroam, NYCU","F2:1A:15:DC:E4:ED, AA:3B:76:CB:18:34, F0:2F:74:E2:C4:A8, 48:EE:0C:A9:21:B0, 4E:EB:BD:6F:EC:79, 14:DA:E9:80:B0:34, 10:7C:61:DA:BF:A6, 10:27:F5:E0:85:37, 34:97:F6:A6:80:40, AC:9E:17:79:CE:50, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, F4:2E:7F:D3:10:84, BE:0F:F3:F6:CA:3E, F4:2E:7F:D3:10:80, F4:2E:7F:D2:93:A2","-52, -52, -55, -57, -63, -64, -65, -66, -70, -70, -75, -75, -75, -75, -76, -82"
2025-05-26 11:32:52,"x=2.29, y=5.27, z=0.0","DIRECT-34-HP M283 LaserJet, ASUS_A8_2G, jerryma, DIRECT-79-HP M227f LaserJet, D-Link_DIR-612, AIUVL, LAB334, LAB337_EX(2.4G), WYTN_RD-LAB, BMELab, eduroam, NYCU, NYCU-Guest, DIRECT-3E-HP Color LJ 4303, NYCU-Seminar, PM2.5_Setup_E4, NYCU-Seminar, NYCU","AA:3B:76:CB:18:34, F0:2F:74:E2:C4:A8, F2:1A:15:DC:E4:ED, 4E:EB:BD:6F:EC:79, 48:EE:0C:A9:21:B0, 10:7C:61:DA:BF:A6, 10:27:F5:E0:85:37, 34:97:F6:A6:80:40, A8:5E:45:9A:82:60, AC:9E:17:79:CE:50, F4:2E:7F:D3:10:80, F4:2E:7F:D3:10:82, F4:2E:7F:D3:10:83, BE:0F:F3:F6:CA:3E, F4:2E:7F:D3:10:84, 74:DA:38:C7:D3:E5, F4:2E:7F:D2:93:A4, F4:2E:7F:D2:93:A2","-51, -52, -53, -60, -62, -66, -67, -70, -70, -71, -75, -75, -75, -75, -76, -82, -83, -83"
